concept_A,concept_B,label
polyhedron,prism_(geometry),0
geometry,point_(geometry),0
cone,geometry,1
square,pythagorean_theorem,0
plane_(geometry),tessellation,0
triangle,tessellation,0
similarity_(geometry),self-similarity,0
line_segment,cross_section_(geometry),0
geometry,rigid_transformation,0
polyhedron,coordinate_system,0
star_polygon,angle,1
parallelogram,parallel_(geometry),1
pentagon,rotational_symmetry,0
point_(geometry),chord_(geometry),0
polygon,kite_(geometry),0
right_triangle,triangle,1
trigonometric_functions,inverse_trigonometric_functions,0
vertex_(geometry),hexagon,0
angle,space_(mathematics),0
line_(geometry),rhombus,0
point_(geometry),sine,0
geometry,two-dimensional_space,0
reflection_symmetry,trapezoid,0
diagonal,angle,1
right_triangle,geometry,1
line_(geometry),distance,0
quadrilateral,square,0
edge_(geometry),vertex_(geometry),1
translation_(geometry),rigid_transformation,0
polygon,space_(mathematics),0
polyhedron,reflection_symmetry,0
symmetry,rhombus,0
point_(geometry),congruence_(geometry),0
angle,sine,0
vertex_(geometry),isosceles_triangle,0
line_segment,kite_(geometry),0
vertex_(geometry),equilateral_triangle,0
geometry,arc_(geometry),0
vertex_(geometry),exterior_angle_theorem,0
line_segment,altitude_(triangle),0
symmetry,rigid_transformation,0
nonagon,angle,1
rectangle,line_(geometry),1
radius,cartesian_coordinate_system,0
collinearity,rectangle,0
polyhedron,cross_section_(geometry),0
triangle,trigonometric_functions,0
perpendicular,isosceles_triangle,0
vertex_(geometry),square,0
edge_(geometry),hexagon,0
angle,equilateral_triangle,0
radius,polygon,0
triangle_inequality,distance,0
geometry,quadrilateral,0
triangle,acute_and_obtuse_triangles,0
diameter,perpendicular,0
bisection,isosceles_triangle,0
symmetry,trapezoid,0
geometry,reflection_(mathematics),0
isosceles_triangle,equilateral_triangle,0
square,right_angle,1
point_(geometry),special_right_triangles,0
pentagon,angle,1
parallel_(geometry),square,0
angle,special_right_triangles,0
pythagorean_theorem,parallelogram,0
rigid_transformation,point_(geometry),1
triangle,hexagon,0
triangle,plane_(geometry),0
line_(geometry),collinearity,0
reflection_symmetry,symmetry,1
line_(geometry),skew_lines,0
pyramid_(geometry),sphere,0
exterior_angle_theorem,edge_(geometry),1
geometry,kite_(geometry),0
point_(geometry),rigid_transformation,0
special_right_triangles,isosceles_triangle,0
decagon,line_(geometry),1
coordinate_system,right_angle,0
pythagorean_theorem,perpendicular,0
circle,distance,0
nonagon,vertex_(geometry),1
bisection,tangent,0
polyhedron,rhombus,0
tessellation,hexagon,0
rhombus,cone,0
acute_and_obtuse_triangles,altitude_(triangle),0
triangle,convex_polygon,0
edge_(geometry),tangent,0
sphere,circle,1
rhombus,circle,0
symmetry,quadrilateral,0
collinearity,sphere,0
heptagon,point_(geometry),1
line_segment,prism_(geometry),0
hexagon,geometry,1
pyramid_(geometry),edge_(geometry),1
cross_section_(geometry),plane_(geometry),1
quadrilateral,tessellation,0
vertex_(geometry),geometry,1
angle,diagonal,0
congruence_(geometry),line_(geometry),1
point_(geometry),diagonal,0
nonagon,point_(geometry),1
angle,internal_and_external_angle,0
rotation_(mathematics),angle,1
tangent,distance,0
point_(geometry),acute_and_obtuse_triangles,0
cartesian_coordinate_system,point_(geometry),1
polygon,concentric,0
point_(geometry),octagon,0
triangle_inequality,line_segment,1
angle,tangent,0
point_(geometry),line_(geometry),0
pentagon,decagon,0
geometry,trapezoid,0
bisection,chord_(geometry),0
decagon,point_(geometry),1
rotation_(mathematics),symmetry,1
acute_and_obtuse_triangles,geometry,1
pythagorean_theorem,rectangle,0
pythagorean_theorem,line_segment,1
exterior_angle_theorem,geometry,1
symmetry,prism_(geometry),0
exterior_angle_theorem,point_(geometry),1
rectangle,quadrilateral,1
geometry,concentric,0
coordinate_system,distance,0
angle,quadrilateral,0
altitude_(triangle),equilateral_triangle,0
vertex_(geometry),decagon,0
perpendicular,tangent,0
rectangle,internal_and_external_angle,0
square,perpendicular,0
geometry,right_angle,0
rectangle,pyramid_(geometry),0
polygon,point_(geometry),1
vertex_(geometry),trigonometric_functions,0
line_(geometry),sphere,0
midpoint,coordinate_system,0
line_segment,convex_polygon,0
radius,distance,0
triangle,edge_(geometry),1
angle,rigid_transformation,0
triangle,similarity_(geometry),0
line_segment,pyramid_(geometry),0
tangent,point_(geometry),1
point_(geometry),circle,0
vertex_(geometry),special_right_triangles,0
reflection_(mathematics),symmetry,1
reflection_symmetry,kite_(geometry),0
pyramid_(geometry),triangle,0
pyramid_(geometry),geometry,1
geometry,self-similarity,0
quadrilateral,line_(geometry),1
bisection,perpendicular,1
face_(geometry),square,0
tangent,trigonometric_functions,1
circle,chord_(geometry),0
kite_(geometry),vertex_(geometry),1
tessellation,plane_(geometry),1
line_segment,polygon,0
diameter,bisection,0
line_segment,rectangle,0
line_(geometry),right_angle,0
rotational_symmetry,scale_factor,0
equilateral_triangle,polygon,1
square,parallel_(geometry),1
right_angle,right_triangle,0
congruence_(geometry),distance,0
concentric,equilateral_triangle,0
congruence_(geometry),reflection_(mathematics),0
geometry,equilateral_triangle,0
circle,acute_and_obtuse_triangles,0
geometry,dodecagon,0
triangle,pythagorean_triple,0
trigonometric_functions,circle,0
rhombus,congruence_(geometry),0
square,acute_and_obtuse_triangles,0
congruence_(geometry),tessellation,0
inverse_trigonometric_functions,triangle,1
line_(geometry),parallelogram,0
acute_and_obtuse_triangles,line_segment,1
angle,pythagorean_triple,0
pythagorean_theorem,trigonometric_functions,0
trigonometric_functions,line_segment,1
rigid_transformation,distance,0
circle,sphere,0
line_segment,polyhedron,0
convex_polygon,trapezoid,0
special_right_triangles,line_(geometry),1
rhombus,polygon,1
rotation_(mathematics),reflection_(mathematics),0
cylinder_(geometry),angle,0
rectangle,bisection,0
rotation_(mathematics),cartesian_coordinate_system,0
point_(geometry),bisection,0
skew_lines,line_(geometry),1
edge_(geometry),octagon,0
line_(geometry),diagonal,0
sine,line_(geometry),1
point_(geometry),sphere,0
octagon,edge_(geometry),1
exterior_angle_theorem,triangle,1
grade_(slope),point_(geometry),1
similarity_(geometry),isosceles_triangle,0
hendecagon,polygon,1
tessellation,polygon,0
dodecagon,line_(geometry),1
cross_section_(geometry),cylinder_(geometry),0
pythagorean_theorem,two-dimensional_space,0
prism_(geometry),congruence_(geometry),0
rotational_symmetry,perpendicular,0
trigonometric_functions,distance,0
line_(geometry),polyhedron,0
diameter,chord_(geometry),1
line_segment,exterior_angle_theorem,0
geometry,rhombus,0
quadrilateral,edge_(geometry),1
point_(geometry),pythagorean_triple,0
rectangle,edge_(geometry),1
transversal_(geometry),line_(geometry),1
chord_(geometry),diameter,0
reflection_(mathematics),point_(geometry),1
geometry,rotational_symmetry,0
line_segment,equilateral_triangle,0
dodecagon,line_segment,1
collinearity,triangle_inequality,0
edge_(geometry),heptagon,0
inverse_trigonometric_functions,point_(geometry),1
triangle,circle,0
trigonometric_functions,sine,0
heptagon,two-dimensional_space,0
quadrilateral,convex_polygon,0
rhombus,tangent,0
trigonometric_functions,similarity_(geometry),0
line_(geometry),right_triangle,0
geometry,pythagorean_theorem,0
line_segment,hexagon,0
edge_(geometry),rectangle,0
internal_and_external_angle,edge_(geometry),1
polygon,isosceles_triangle,0
two-dimensional_space,geometry,1
radius,diameter,0
rotational_symmetry,rhombus,0
similarity_(geometry),space_(mathematics),0
line_(geometry),equilateral_triangle,0
circle,trapezoid,0
octagon,point_(geometry),1
geometry,triangle_inequality,0
grade_(slope),distance,0
octagon,line_(geometry),1
polygon,square,0
angle,coordinate_system,0
right_angle,point_(geometry),1
parallel_(geometry),slope,0
dodecagon,polygon,1
prism_(geometry),polyhedron,1
vertex_(geometry),angle_bisector_theorem,0
transversal_(geometry),plane_(geometry),1
internal_and_external_angle,polygon,1
line_segment,triangle,0
similarity_(geometry),right_triangle,0
plane_(geometry),geometry,1
line_(geometry),circle,0
perpendicular,slope,0
rhombus,trapezoid,0
line_(geometry),trigonometric_functions,0
tangent,arc_length,0
diagonal,kite_(geometry),0
quadrilateral,rectangle,0
triangle_inequality,edge_(geometry),1
parallelogram,face_(geometry),0
quadrilateral,midpoint,0
quadrilateral,rhombus,0
rectangle,triangle,0
geometry,edge_(geometry),0
similarity_(geometry),rotation_(mathematics),0
exterior_angle_theorem,sphere,0
rotational_symmetry,equilateral_triangle,0
edge_(geometry),kite_(geometry),0
triangle_inequality,angle,1
special_right_triangles,right_triangle,1
line_(geometry),internal_and_external_angle,0
star_polygon,line_(geometry),1
edge_(geometry),altitude_(triangle),0
geometry,slope,0
point_(geometry),kite_(geometry),0
arc_length,tangent,0
circle,triangle,0
pythagorean_theorem,similarity_(geometry),0
star_polygon,point_(geometry),1
right_triangle,sine,0
midpoint,right_triangle,0
plane_(geometry),cartesian_coordinate_system,0
diameter,sphere,0
angle,inverse_trigonometric_functions,0
rigid_transformation,angle,1
square,angle,1
geometry,triangle,0
quadrilateral,hexagon,0
line_(geometry),geometry,1
line_segment,heptagon,0
angle_bisector_theorem,line_(geometry),1
translation_(geometry),coordinate_system,0
angle,star_polygon,0
vertex_(geometry),pythagorean_triple,0
angle,line_(geometry),1
arc_(geometry),plane_(geometry),0
angle,reflection_symmetry,0
midpoint,tangent,0
vertex_(geometry),sine,0
angle,rotation_(mathematics),0
triangle_inequality,pythagorean_theorem,0
angle,polygon,0
square,line_(geometry),1
line_segment,pythagorean_theorem,0
quadrilateral,parallelogram,0
line_(geometry),octagon,0
polygon,polyhedron,0
polygon,inverse_trigonometric_functions,0
rhombus,face_(geometry),0
congruence_(geometry),cartesian_coordinate_system,0
face_(geometry),rhombus,0
pyramid_(geometry),plane_(geometry),0
polygon,convex_polygon,0
line_segment,distance,0
two-dimensional_space,hendecagon,0
bisection,trapezoid,0
point_(geometry),parallelogram,0
congruence_(geometry),polygon,1
square,rectangle,1
line_segment,radius,0
vertex_(geometry),edge_(geometry),0
angle,polyhedron,0
line_(geometry),line_segment,0
skew_lines,parallel_(geometry),1
line_segment,line_(geometry),1
parallelogram,rhombus,0
trapezoid,parallelogram,0
trigonometric_functions,angle,1
secant_line,tangent,0
right_angle,perpendicular,0
arc_(geometry),perpendicular,0
geometry,congruence_(geometry),0
pythagorean_theorem,right_triangle,1
rhombus,rectangle,0
congruence_(geometry),edge_(geometry),1
angle,convex_polygon,0
triangle,perpendicular,0
parallel_(geometry),geometry,1
rigid_transformation,symmetry,1
rectangle,symmetry,0
pentagon,convex_polygon,0
bisection,point_(geometry),1
geometry,circle,0
similarity_(geometry),translation_(geometry),0
coordinate_system,arc_length,0
square,line_segment,1
altitude_(triangle),congruence_(geometry),0
isosceles_triangle,triangle,1
special_right_triangles,rectangle,0
square,polygon,1
convex_polygon,polygon,1
point_(geometry),inverse_trigonometric_functions,0
right_angle,line_(geometry),1
grade_(slope),sine,0
angle,vertex_(geometry),0
bisection,midpoint,1
rotation_(mathematics),geometry,1
congruence_(geometry),coordinate_system,0
parallel_(geometry),rhombus,0
right_angle,coordinate_system,0
coordinate_system,cartesian_coordinate_system,0
edge_(geometry),rhombus,0
reflection_symmetry,triangle,0
equilateral_triangle,vertex_(geometry),1
pentagon,dodecagon,0
pythagorean_theorem,vertex_(geometry),1
kite_(geometry),line_(geometry),1
rhombus,diagonal,0
heptagon,line_segment,1
hexagon,vertex_(geometry),1
polygon,parallelogram,0
secant_line,geometry,1
pythagorean_theorem,cone,0
parallelogram,congruence_(geometry),0
rhombus,quadrilateral,1
polygon,two-dimensional_space,0
point_(geometry),pyramid_(geometry),0
right_triangle,point_(geometry),1
scaling_(geometry),scale_factor,1
rotational_symmetry,quadrilateral,0
isosceles_triangle,edge_(geometry),1
plane_(geometry),two-dimensional_space,0
perpendicular,congruence_(geometry),0
edge_(geometry),pythagorean_theorem,0
radius,coordinate_system,0
polyhedron,edge_(geometry),1
symmetry,perpendicular,0
geometry,octagon,0
angle,sphere,0
square,geometry,1
exterior_angle_theorem,line_segment,1
point_(geometry),polygon,0
similarity_(geometry),angle,0
edge_(geometry),angle_bisector_theorem,0
polyhedron,tessellation,0
pyramid_(geometry),cone,0
point_(geometry),space_(mathematics),0
pythagorean_theorem,sphere,0
rotational_symmetry,midpoint,0
circle,cartesian_coordinate_system,0
pythagorean_triple,line_segment,1
sine,geometry,1
tangent,angle,1
square,hexagon,0
line_(geometry),inverse_trigonometric_functions,0
point_(geometry),square,0
angle,triangle_inequality,0
line_segment,translation_(geometry),0
vertex_(geometry),right_triangle,0
geometry,trigonometric_functions,0
reflection_(mathematics),rigid_transformation,0
rectangle,right_angle,1
triangle_inequality,internal_and_external_angle,0
angle,cone,0
chord_(geometry),point_(geometry),1
reflection_(mathematics),cartesian_coordinate_system,0
point_(geometry),line_segment,0
line_segment,trigonometric_functions,0
triangle,isosceles_triangle,0
pythagorean_theorem,edge_(geometry),1
self-similarity,symmetry,1
altitude_(triangle),triangle,1
tangent,cross_section_(geometry),0
sine,point_(geometry),1
geometry,hexagon,0
square,circumference,0
convex_polygon,edge_(geometry),1
kite_(geometry),point_(geometry),1
face_(geometry),polygon,0
polygon,symmetry,0
rhombus,internal_and_external_angle,0
right_angle,pythagorean_triple,0
collinearity,plane_(geometry),0
point_(geometry),exterior_angle_theorem,0
perpendicular,skew_lines,0
reflection_(mathematics),line_(geometry),1
rectangle,trapezoid,0
square,kite_(geometry),0
polygon,altitude_(triangle),0
internal_and_external_angle,vertex_(geometry),1
diameter,arc_length,0
rotational_symmetry,point_(geometry),1
angle,congruence_(geometry),0
circle,coordinate_system,0
translation_(geometry),scaling_(geometry),0
vertex_(geometry),quadrilateral,0
angle,angle_bisector_theorem,0
line_(geometry),cartesian_coordinate_system,0
vertex_(geometry),hendecagon,0
reflection_(mathematics),geometry,1
right_angle,cartesian_coordinate_system,0
cartesian_coordinate_system,geometry,1
line_segment,cone,0
quadrilateral,distance,0
parallelogram,right_triangle,0
rhombus,convex_polygon,0
angle_bisector_theorem,polygon,1
isosceles_triangle,acute_and_obtuse_triangles,0
polygon,star_polygon,0
rigid_transformation,reflection_(mathematics),1
polyhedron,pyramid_(geometry),0
bisection,angle_bisector_theorem,0
cylinder_(geometry),circle,1
transversal_(geometry),perpendicular,0
polyhedron,line_segment,1
symmetry,star_polygon,0
arc_length,arc_(geometry),1
trigonometric_functions,point_(geometry),1
star_polygon,edge_(geometry),1
line_segment,skew_lines,0
diagonal,isosceles_triangle,0
congruence_(geometry),space_(mathematics),0
line_segment,point_(geometry),1
perpendicular,line_segment,0
line_(geometry),triangle_inequality,0
chord_(geometry),line_(geometry),1
kite_(geometry),edge_(geometry),1
parallelogram,tangent,0
polygon,cross_section_(geometry),0
altitude_(triangle),polygon,1
line_(geometry),rotational_symmetry,0
similarity_(geometry),rhombus,0
polygon,pythagorean_triple,0
edge_(geometry),polygon,0
diagonal,square,0
face_(geometry),tessellation,0
triangle_inequality,triangle,1
quadrilateral,vertex_(geometry),1
prism_(geometry),square,0
midpoint,line_(geometry),1
geometry,plane_(geometry),0
rectangle,perpendicular,0
slope,tangent,0
congruence_(geometry),rhombus,0
hendecagon,geometry,1
pentagon,prism_(geometry),0
edge_(geometry),congruence_(geometry),0
tangent,hexagon,0
circle,tangent,0
triangle,coordinate_system,0
pythagorean_theorem,congruence_(geometry),0
point_(geometry),cartesian_coordinate_system,0
self-similarity,geometry,1
right_triangle,right_angle,1
circle,cylinder_(geometry),0
octagon,angle,1
arc_(geometry),geometry,1
polyhedron,symmetry,0
point_(geometry),rotation_(mathematics),0
point_(geometry),trapezoid,0
geometry,angle,0
diameter,parallelogram,0
line_segment,geometry,1
tangent,line_(geometry),1
pythagorean_theorem,distance,0
parallelogram,internal_and_external_angle,0
internal_and_external_angle,exterior_angle_theorem,0
slope,secant_line,0
internal_and_external_angle,line_(geometry),1
circle,angle_bisector_theorem,0
angle,bisection,0
vertex_(geometry),face_(geometry),0
slope,geometry,1
angle,cartesian_coordinate_system,0
midpoint,chord_(geometry),0
polygon,prism_(geometry),0
prism_(geometry),geometry,1
radius,angle,0
triangle_inequality,vertex_(geometry),1
right_triangle,arc_length,0
pentagon,line_(geometry),1
exterior_angle_theorem,internal_and_external_angle,1
acute_and_obtuse_triangles,hexagon,0
triangle,right_triangle,0
hexagon,line_segment,1
congruence_(geometry),point_(geometry),1
trigonometric_functions,cartesian_coordinate_system,0
right_angle,square,0
altitude_(triangle),vertex_(geometry),1
similarity_(geometry),altitude_(triangle),0
translation_(geometry),cartesian_coordinate_system,0
right_triangle,acute_and_obtuse_triangles,0
line_(geometry),congruence_(geometry),0
geometry,cone,0
altitude_(triangle),isosceles_triangle,0
triangle,inverse_trigonometric_functions,0
rotation_(mathematics),sphere,0
nonagon,line_(geometry),1
quadrilateral,polygon,1
pythagorean_theorem,sine,0
edge_(geometry),triangle_inequality,0
equilateral_triangle,line_segment,1
pythagorean_theorem,line_(geometry),1
point_(geometry),reflection_(mathematics),0
circumference,radius,0
rotational_symmetry,tessellation,0
hendecagon,edge_(geometry),1
perpendicular,distance,0
rectangle,rotational_symmetry,0
polyhedron,cartesian_coordinate_system,0
point_(geometry),dodecagon,0
line_(geometry),isosceles_triangle,0
triangle,polygon,1
triangle_inequality,sphere,0
diagonal,convex_polygon,0
space_(mathematics),cartesian_coordinate_system,0
line_(geometry),rigid_transformation,0
geometry,sphere,0
reflection_(mathematics),angle,1
point_(geometry),pentagon,0
point_(geometry),collinearity,0
line_(geometry),chord_(geometry),0
isosceles_triangle,angle,1
diameter,tangent,0
equilateral_triangle,bisection,0
edge_(geometry),triangle,0
right_triangle,line_(geometry),1
parallel_(geometry),transversal_(geometry),0
triangle_inequality,circle,0
rotational_symmetry,geometry,1
vertex_(geometry),congruence_(geometry),0
angle,decagon,0
circumference,arc_length,0
prism_(geometry),edge_(geometry),1
square,parallelogram,1
internal_and_external_angle,point_(geometry),1
line_(geometry),heptagon,0
vertex_(geometry),skew_lines,0
two-dimensional_space,octagon,0
reflection_symmetry,angle,1
plane_(geometry),transversal_(geometry),0
right_angle,special_right_triangles,0
geometry,diagonal,0
rhombus,circumference,0
parallelogram,slope,0
symmetry,similarity_(geometry),0
angle,triangle,0
angle,trapezoid,0
equilateral_triangle,altitude_(triangle),0
pythagorean_theorem,polygon,1
parallelogram,kite_(geometry),0
geometry,pythagorean_triple,0
trigonometric_functions,vertex_(geometry),1
midpoint,diagonal,0
line_segment,edge_(geometry),0
rectangle,two-dimensional_space,0
parallel_(geometry),parallelogram,0
angle,geometry,1
vertex_(geometry),triangle,0
arc_(geometry),tangent,0
slope,distance,0
geometry,polygon,0
point_(geometry),parallel_(geometry),0
distance,altitude_(triangle),0
polyhedron,trapezoid,0
quadrilateral,angle,1
hexagon,edge_(geometry),1
rectangle,line_segment,1
circumference,sphere,0
similarity_(geometry),sine,0
circumference,rhombus,0
geometry,secant_line,0
angle,rectangle,0
arc_length,geometry,1
line_segment,angle_bisector_theorem,0
angle,skew_lines,0
bisection,acute_and_obtuse_triangles,0
prism_(geometry),perpendicular,0
congruence_(geometry),similarity_(geometry),0
line_(geometry),pentagon,0
right_triangle,vertex_(geometry),1
exterior_angle_theorem,vertex_(geometry),1
congruence_(geometry),translation_(geometry),0
star_polygon,geometry,1
perpendicular,altitude_(triangle),0
angle,tessellation,0
vertex_(geometry),pentagon,0
triangle,angle,1
circle,circumference,0
parallel_(geometry),plane_(geometry),0
bisection,rhombus,0
convex_polygon,rhombus,0
angle,heptagon,0
line_(geometry),exterior_angle_theorem,0
tangent,cone,0
radius,point_(geometry),1
square,point_(geometry),1
diagonal,geometry,1
rotation_(mathematics),reflection_symmetry,0
pentagon,circle,0
rotation_(mathematics),line_(geometry),1
isosceles_triangle,polygon,1
tangent,acute_and_obtuse_triangles,0
line_(geometry),reflection_(mathematics),0
collinearity,geometry,1
geometry,cartesian_coordinate_system,0
similarity_(geometry),equilateral_triangle,0
triangle,distance,0
star_polygon,octagon,0
polygon,dodecagon,0
concentric,circle,0
equilateral_triangle,triangle,1
polygon,vertex_(geometry),1
rhombus,midpoint,0
polygon,internal_and_external_angle,0
sine,polygon,1
triangle,sine,0
angle,exterior_angle_theorem,0
nonagon,geometry,1
cylinder_(geometry),diameter,0
internal_and_external_angle,star_polygon,0
dodecagon,vertex_(geometry),1
perpendicular,cross_section_(geometry),0
pentagon,internal_and_external_angle,0
skew_lines,point_(geometry),1
pythagorean_theorem,acute_and_obtuse_triangles,0
altitude_(triangle),circle,0
symmetry,scaling_(geometry),0
slope,point_(geometry),1
plane_(geometry),sphere,0
inverse_trigonometric_functions,edge_(geometry),1
rotation_(mathematics),plane_(geometry),0
right_triangle,line_segment,1
polyhedron,face_(geometry),1
line_segment,isosceles_triangle,0
geometry,line_segment,0
parallelogram,line_(geometry),1
radius,cone,0
star_polygon,decagon,0
arc_length,radius,0
pentagon,geometry,1
exterior_angle_theorem,circle,0
point_(geometry),rhombus,0
circumference,geometry,1
angle,altitude_(triangle),0
rigid_transformation,translation_(geometry),1
point_(geometry),altitude_(triangle),0
point_(geometry),plane_(geometry),0
star_polygon,tessellation,0
angle,hexagon,0
geometry,parallel_(geometry),0
tessellation,sphere,0
edge_(geometry),tessellation,0
isosceles_triangle,rhombus,0
perpendicular,kite_(geometry),0
trigonometric_functions,geometry,1
symmetry,reflection_symmetry,0
similarity_(geometry),distance,0
pythagorean_theorem,angle,1
line_(geometry),triangle,0
reflection_symmetry,distance,0
diagonal,polygon,1
rectangle,similarity_(geometry),0
line_segment,special_right_triangles,0
geometry,translation_(geometry),0
angle,octagon,0
square,two-dimensional_space,0
circle,perpendicular,0
triangle,diameter,0
symmetry,self-similarity,0
quadrilateral,line_segment,1
line_(geometry),rotation_(mathematics),0
triangle,congruence_(geometry),0
equilateral_triangle,pythagorean_theorem,0
midpoint,bisection,0
triangle,angle_bisector_theorem,0
point_(geometry),skew_lines,0
prism_(geometry),rectangle,0
translation_(geometry),symmetry,1
polygon,line_(geometry),1
line_(geometry),parallel_(geometry),0
internal_and_external_angle,angle,1
special_right_triangles,point_(geometry),1
dodecagon,two-dimensional_space,0
pyramid_(geometry),isosceles_triangle,0
pentagon,line_segment,1
altitude_(triangle),acute_and_obtuse_triangles,0
parallelogram,polygon,1
pentagon,quadrilateral,0
congruence_(geometry),face_(geometry),0
kite_(geometry),polygon,1
triangle,tangent,0
line_segment,decagon,0
coordinate_system,sine,0
angle,prism_(geometry),0
reflection_symmetry,circle,0
arc_(geometry),arc_length,0
perpendicular,pyramid_(geometry),0
tangent,line_segment,1
arc_(geometry),circle,1
right_triangle,angle,1
transversal_(geometry),point_(geometry),1
line_segment,tangent,0
pyramid_(geometry),rhombus,0
prism_(geometry),angle,1
rectangle,parallel_(geometry),1
line_(geometry),polygon,0
quadrilateral,geometry,1
quadrilateral,point_(geometry),1
line_(geometry),pythagorean_theorem,0
plane_(geometry),line_(geometry),0
grade_(slope),line_(geometry),1
rotational_symmetry,symmetry,1
edge_(geometry),exterior_angle_theorem,0
line_(geometry),dodecagon,0
point_(geometry),edge_(geometry),0
pythagorean_theorem,right_angle,1
octagon,geometry,1
equilateral_triangle,tessellation,0
square,bisection,0
coordinate_system,two-dimensional_space,1
equilateral_triangle,pyramid_(geometry),0
rectangle,circle,0
plane_(geometry),cross_section_(geometry),0
square,vertex_(geometry),1
triangle,bisection,0
triangle,cartesian_coordinate_system,0
line_(geometry),altitude_(triangle),0
polygon,pythagorean_theorem,0
line_segment,diameter,0
altitude_(triangle),trigonometric_functions,0
parallelogram,diagonal,0
point_(geometry),right_triangle,0
dodecagon,edge_(geometry),1
angle,right_triangle,0
pentagon,hexagon,0
face_(geometry),line_segment,0
parallel_(geometry),congruence_(geometry),0
polygon,diagonal,0
inverse_trigonometric_functions,right_triangle,0
midpoint,triangle,0
sine,angle,1
tangent,geometry,1
geometry,pyramid_(geometry),0
cartesian_coordinate_system,coordinate_system,1
geometry,rotation_(mathematics),0
face_(geometry),prism_(geometry),0
geometry,face_(geometry),0
prism_(geometry),vertex_(geometry),1
congruence_(geometry),angle,1
parallelogram,edge_(geometry),1
line_(geometry),nonagon,0
polygon,triangle,0
convex_polygon,diameter,0
trigonometric_functions,polygon,1
square,tessellation,0
pentagon,special_right_triangles,0
pentagon,two-dimensional_space,0
heptagon,vertex_(geometry),1
rotational_symmetry,angle,1
pyramid_(geometry),line_segment,1
similarity_(geometry),trapezoid,0
reflection_(mathematics),two-dimensional_space,0
right_angle,pythagorean_theorem,0
line_(geometry),edge_(geometry),0
circle,rotational_symmetry,0
quadrilateral,circle,0
cylinder_(geometry),distance,0
line_segment,nonagon,0
line_(geometry),sine,0
geometry,grade_(slope),0
congruence_(geometry),circle,0
inverse_trigonometric_functions,trigonometric_functions,1
trigonometric_functions,edge_(geometry),1
point_(geometry),slope,0
circle,arc_(geometry),0
internal_and_external_angle,transversal_(geometry),0
chord_(geometry),geometry,1
angle_bisector_theorem,altitude_(triangle),0
vertex_(geometry),kite_(geometry),0
circle,pythagorean_theorem,0
coordinate_system,point_(geometry),1
line_segment,hendecagon,0
decagon,geometry,1
geometry,diameter,0
polygon,equilateral_triangle,0
edge_(geometry),line_segment,1
point_(geometry),triangle_inequality,0
rigid_transformation,rotation_(mathematics),1
square,quadrilateral,1
triangle_inequality,cone,0
trapezoid,angle,1
geometry,angle_bisector_theorem,0
edge_(geometry),polyhedron,0
heptagon,angle,1
rectangle,parallelogram,1
similarity_(geometry),scale_factor,0
radius,circle,1
rigid_transformation,geometry,1
quadrilateral,diagonal,0
slope,grade_(slope),0
cone,polygon,0
coordinate_system,sphere,0
rectangle,angle,1
pythagorean_theorem,convex_polygon,0
pythagorean_theorem,triangle,1
sphere,geometry,1
geometry,vertex_(geometry),0
angle,nonagon,0
edge_(geometry),quadrilateral,0
angle,dodecagon,0
collinearity,hexagon,0
geometry,acute_and_obtuse_triangles,0
rhombus,parallel_(geometry),1
geometry,transversal_(geometry),0
pythagorean_triple,triangle,1
geometry,arc_length,0
polygon,sphere,0
hendecagon,angle,1
equilateral_triangle,right_triangle,0
secant_line,point_(geometry),1
line_segment,angle,0
prism_(geometry),cross_section_(geometry),0
geometry,coordinate_system,0
polygon,rotational_symmetry,0
triangle,rectangle,0
transversal_(geometry),angle,1
inverse_trigonometric_functions,line_(geometry),1
bisection,collinearity,0
prism_(geometry),point_(geometry),1
parallelogram,distance,0
circumference,trapezoid,0
arc_(geometry),angle,0
symmetry,altitude_(triangle),0
line_(geometry),grade_(slope),0
right_triangle,distance,0
altitude_(triangle),right_triangle,0
bisection,internal_and_external_angle,0
quadrilateral,tangent,0
polygon,geometry,1
circumference,circle,1
rectangle,midpoint,0
isosceles_triangle,kite_(geometry),0
point_(geometry),triangle,0
inverse_trigonometric_functions,polygon,1
face_(geometry),polyhedron,0
polygon,heptagon,0
bisection,convex_polygon,0
star_polygon,hexagon,0
congruence_(geometry),sine,0
geometry,cross_section_(geometry),0
right_triangle,kite_(geometry),0
diagonal,vertex_(geometry),1
geometry,right_triangle,0
midpoint,polygon,0
diagonal,line_segment,1
rectangle,tessellation,0
trigonometric_functions,triangle,1
edge_(geometry),dodecagon,0
diameter,midpoint,0
triangle,line_(geometry),1
triangle,exterior_angle_theorem,0
sine,triangle,1
point_(geometry),internal_and_external_angle,0
perpendicular,bisection,0
trigonometric_functions,radius,0
prism_(geometry),cylinder_(geometry),0
line_(geometry),point_(geometry),1
quadrilateral,trapezoid,0
rotational_symmetry,rotation_(mathematics),1
convex_polygon,vertex_(geometry),1
reflection_(mathematics),perpendicular,0
point_(geometry),perpendicular,0
vertex_(geometry),acute_and_obtuse_triangles,0
cylinder_(geometry),sphere,0
acute_and_obtuse_triangles,angle,1
geometry,altitude_(triangle),0
edge_(geometry),geometry,1
point_(geometry),heptagon,0
vertex_(geometry),dodecagon,0
line_(geometry),slope,0
trapezoid,point_(geometry),1
pentagon,star_polygon,0
parallelogram,geometry,1
